ID,Suspected,Laboratory Detected Substances,Type,Date,State / Group,Location
8238,Fentanyl,"Fentanyl (10)
Xylazine (5)
Caffeine (1)
4-ANPP (1)",Community Sample,06/2023,Connecticut,New Haven
8239,Crack (Rock),"Cocaine (10)
Benzoylecgonine (trace)
Norcocaine (trace)",Community Sample,06/2023,Connecticut,Bridgeport
8241,"Heroin, Fentanyl","Heroin (10)
para-Fluorofentanyl (7)
Fentanyl (5)",Community Sample,06/2023,Connecticut,Bridgeport
8240,"Heroin, Fentanyl","Heroin (10)
Fentanyl (1)
6-Monoacetylmorphine (1)
Acetylcodeine (trace)
4-ANPP (trace)
Phenethyl-4-ANPP (trace)",Community Sample,06/2023,Connecticut,Bridgeport
8266,Heroin,"Phenethhyl 4-ANPP (80.00)
Fentanyl (70.00)
4-ANPP (20.00)
Caffeine (10.00)
Lidocaine (10.00)
4-Flurofentanyl (3.00)
Ethyl-4-ANPP (1.00)
Mannitol",Community Sample,06/2023,Massachusetts,Revere
8268,Unknown (UNK),"Fentanyl (6.00)
4-ANPP (2.00)
Cocaine (1.00)
Phenethyl 4-ANPP (1.00)",Community Sample,06/2023,Massachusetts,Lynn
8269,Crack (Rock),"Cocaine (25)
Methylecgonidine (1)",Community Sample,06/2023,Massachusetts,Lynn
8846,Morphine,"Morphine (Major)
Ketamine (Minor)
Codeine (Minor)
Heroin (Minor)",Drug Seizure Sample,06/2023,Rhode Island,Online
8396,Cocaine (Powder),"Cocaine (Powder) (Primary)
N
N-Dimethylpentylone (Primary)",Community Sample,06/2023,New York,Syracuse
8397,Unknown,"Fentanyl (Primary)
Paracetamol (Acetaminophen) (Primary)
4-ANPP (Primary)",Community Sample,06/2023,New York,Syracuse
8395,"Heroin, Fentanyl","Fentanyl (Major)
Xylazine (Major)
Quinine (Major)
4-ANPP (Minor)
Phenethyl 4-ANPP (Minor)
Ajmaline (Minor)
4-anilinopiperidine (Minor)",Community Sample,06/2023,Connecticut,Bridgeport
8398,"Heroin, Fentanyl","Ketamine (Minor)
Fentanyl (Major)
Xylazine (Major)
Quinine (Major)
4-ANPP (Minor)
Phenethyl 4-ANPP (Minor)
Ajmaline (Minor)
4-anilinopiperidine (Minor)",Community Sample,06/2023,Connecticut,Bridgeport
8399,Unknown,"Xylazine (Trace)
Fentanyl (Trace)",Community Sample,06/2023,New York,Syracuse
8114,Crack (Rock),Cocaine (Primary),Community Sample,06/2023,New York,Albany
8842,Fentanyl,"Fentanyl (Major)
Acetylfentanyl (Minor)
Cocaine (Minor)",Drug Seizure Sample,06/2023,Rhode Island,Providence
8635,Cocaine (Powder),"Cocaine (10)
Levamisole (3)
Norcocaine (trace)",Community Sample,06/2023,Massachusetts,Boston
8844,Methamphetamine,Methamphetamine (Major),Drug Seizure Sample,06/2023,Rhode Island,Providence
8847,Heroin,"Heroin (Major)
6-Acetylmorphine (Minor)
6-Acetylcodeine (Minor)
Papaverine (Minor)
Bromazolam (Minor)
Clonazolam (Minor)
Codeine (Minor)
Metonitazene (Minor)
Diphenhydramine (Minor)
Protonitazene (Minor)",Drug Seizure Sample,06/2023,Rhode Island,Online
8843,Fentanyl,"Xylazine (Major)
Fentanyl (Major)
Paracetamol (Acetaminophen) (Minor)
Acetylfentanyl (Minor)
Caffeine (Minor)",Drug Seizure Sample,06/2023,Rhode Island,Providence
8845,Adderall,Methamphetamine (Major),Drug Seizure Sample,06/2023,Rhode Island,Providence
8393,Methamphetamine,Methamphetamine (10),Community Sample,06/2023,Connecticut,Bridgeport
8848,Heroin,"Metonitazene (Major)
Protonitazene (Major)
Bromazolam (Major)
Diphenhydramine (Major)
Quinidine (Major)
Clonazolam (Major)
Para-fluorofentanyl (Minor)
Fentanyl (Minor)
Heroin (Minor)
6-Acetylmorphine (Minor)
6-Acetylcodeine (Minor)
Xylazine (Minor)
Etonitazene (Minor)
Clonazepam (Minor)",Drug Seizure Sample,06/2023,Rhode Island,Online
8098,Ativan,"Cocaine (20)
Clonidine (1)",Community Sample,06/2023,Massachusetts,Brockton
8099,Crack (Rock),"Cocaine (100)
Methylecgonidine (2)
Tropacocaine (1)",Community Sample,06/2023,Massachusetts,Brockton
8104,Fentanyl,"Caffeine (Minor)
Cocaine (Minor)
Xylazine (Minor)
Tramadol (Minor)
Lidocaine (Major)
Methamphetamine (Minor)
Fentanyl (Major)
Phenethyl 4-ANPP (Major)
Diphenhydramine (Major)
Acetylfentanyl (Minor)
Para-fluoro Fentanyl (Minor)
Acryl Fentanyl (Minor)
Beta-hydroxyfentanyl (Minor)",Community Sample,06/2023,Massachusetts,Peabody
8105,Fentanyl,"Cocaine (Minor)
Fentanyl (Major)
Phenethyl 4-ANPP (Major)
4-ANPP (Minor)
Acetylfentanyl (Minor)
Para-fluorofentanyl (Minor)
Acryl fentanyl (Minor)
Loratadine (Minor)
Beta-hydroxyfentanyl (Minor)
Xylazine (Trace)",Community Sample,06/2023,Massachusetts,Lynn
8106,Fentanyl,"Fentanyl (27.50)
4-ANPP (2.50)
Phenethyl 4-ANPP (1.00)",Community Sample,06/2023,Massachusetts,Peabody
8108,Heroin,"Xylazine (Primary)
4-ANPP (Primary)
Fentanyl (Primary)",Community Sample,06/2023,New York,Watertown
8109,Cocaine (Powder),Cocaine (Powder) (Primary),Community Sample,06/2023,New York,Syracuse
8110,"Heroin, Fentanyl","Fentanyl (Primary)
4-ANPP (Primary)
Acetylcodeine (Trace)
6-Monoacetylmorphine (6-MAM) (Trace)
Xylazine (Primary)
Phenethyl 4-ANPP (Trace)
Lidocaine (Trace)
Bromazolam (Trace)
Heroin (Primary)
Caffeine (Primary)",Community Sample,06/2023,New York,Syracuse
10379,Heroin,"Fentanyl (Major)
4-ANPP (Major)
Heroin (Major)
Acetylcodeine (Major)
Diphenhydramine (Trace)
Phenethyl 4-ANPP (Trace)
Cocaine (Trace)
Papaverine (Trace)",Community Sample,06/2023,Michigan,Grand Rapids
8111,Crack (Rock),Cocaine (1),Community Sample,06/2023,Connecticut,Bridgeport
8394,"Heroin, Fentanyl","Caffeine (Minor)
Procaine (Minor)
Cocaine (Minor)
Phenacetin (Minor)
Fentanyl (Major)
Xylazine (Major)
Quinine (Major)
4-ANPP (Minor)
Phenethyl 4-ANPP (Minor)
Temazepam (Minor)
Methadone (Minor)
Acetylfentanyl (Minor)
4-anilinopiperidine (Minor)
N-methyl Norfentanyl (Minor)
Beta-hydroxyfentanyl (Minor)
Ajmaline (Minor)",Community Sample,06/2023,Connecticut,Bridgeport
8392,Methamphetamine,Methamphetamine (10),Community Sample,06/2023,Connecticut,Bridgeport
8271,Fentanyl,"4-ANPP (11.00)
Fentanyl (9.00)
Caffeine (1.00)",Community Sample,06/2023,Massachusetts,Lynn
8349,Heroin,"P-Fluoro Phenethyl 4-ANPP (Trace)
6-Monoacetylmorphine (6-MAM) (Trace)
Ethyl 4-ANPP (Trace)
Cocaine (Trace)
Despropionyl P-Fluorofentanyl (Primary)
Acetylcodeine (Trace)
Heroin (Primary)
P-Fluorofentanyl (Primary)
Quinine (Primary)
Caffeine (Primary)
4-ANPP (Primary)
Fentanyl (Primary)
Xylazine (Primary)
Lidocaine (Trace)
Phenethyl 4-ANPP (Trace)
Procaine (Primary)",Community Sample,06/2023,New York,Albany
8272,Heroin,"Fentanyl (16.00)
4-ANPP (12.00)
Heroin (1.00)
Lidocaine (1.00)",Community Sample,06/2023,Massachusetts,Lynn
8644,Dope,"Fentanyl (8.00)
4-ANPP (1.00)",Community Sample,06/2023,Massachusetts,Boston
8277,Crack (Rock),Cocaine (1),Community Sample,06/2023,Rhode Island,Pawtucket
8278,Crack (Rock),"Cocaine (10)
Levamisole (trace)",Community Sample,06/2023,Rhode Island,Pawtucket
8279,Crack (Rock),Cocaine (1),Community Sample,06/2023,Rhode Island,Pawtucket
8345,Fentanyl,"Paracetamol (Acetaminophen) (Primary)
Fentanyl (Trace)
Methamphetamine (Trace)
4-ANPP (Trace)",Community Sample,06/2023,Washington,Spokane
8346,Methamphetamine,Methamphetamine (Primary),Community Sample,06/2023,Washington,Spokane
10390,Methamphetamine,Methamphetamine (Major),Community Sample,06/2023,Michigan,Grand Rapids
8648,"Benzo Related Substance (e.g. Alprazolam (Xanax), Bromazolam, Etizolam, RCs)",Bromazolam (10),Community Sample,06/2023,Massachusetts,Boston
10391,Unknown (UNK),"Fentanyl (Major)
Cocaine (Major)",Community Sample,06/2023,Michigan,Grand Rapids
8347,"Methamphetamine, Idont know","N-Formylmethamphetamine (Trace)
Amphetamine (Trace)
Methamphetamine (Primary)
N
N-Dimethylamphetamine (DMA) (Primary)",Community Sample,06/2023,Washington,Spokane
8351,Fentanyl,"4-ANPP (Trace)
Fentanyl (Primary)
Acetylcodeine (Trace)
Xylazine (Primary)
Heroin (Primary)
Caffeine (Trace)",Community Sample,06/2023,New York,Albany
8391,Ketamine,"Ketamine (10)
Ketamine Precursor A (trace)",Community Sample,06/2023,Connecticut,Bridgeport
8352,"Heroin, Fentanyl","Heroin (Primary)
P-Fluorofentanyl (Primary)
Procaine (Trace)
Xylazine (Primary)
Despropionyl P-Fluorofentanyl (Primary)
2-Fluoro-2-Oxo PCE (Trace)
P-Fluoro Phenethyl 4-ANPP (Trace)
Fentanyl (Primary)
4-ANPP (Primary)
Bromazolam (Trace)",Community Sample,06/2023,New York,Albany
8353,"Cocaine (Powder), Crack (Rock)","Cocaine (10)
Benzoylecgonine (trace)",Drug Seizure Sample,06/2023,Massachusetts,Gloucester
8354,Other Drug,Clonidine (Major),Drug Seizure Sample,06/2023,Massachusetts,Gloucester
8355,"Heroin, Fentanyl","Cocaine (Minor)
Tramadol (Minor)
Lidocaine (Major)
Fentanyl (Major)
4-ANPP (Minor)
Phenethyl 4-ANPP (Minor)
Acetylfentanyl (Minor)
Norfentanyl (Minor)
Xylazine (Trace)",Drug Seizure Sample,06/2023,Massachusetts,Gloucester
8356,Methamphetamine,Methamphetamine (10),Drug Seizure Sample,06/2023,Massachusetts,Gloucester
8357,Buprenorphine,"Buprenorphine (10)
Naloxone (1)",Drug Seizure Sample,06/2023,Massachusetts,Gloucester
8359,Heroin,"4-ANPP (1)
Caffeine (2)
Fentanyl (5)",Community Sample,06/2023,Massachusetts,Pittsfield
8360,"Heroin, Fentanyl","Fentanyl (43.33)
4-ANPP (13.33)
Lidocaine (6.67)
Cocaine (3.33)
Caffeine (1.67)
Ethyl-4-ANPP (1.00)
Heroin (1.00)",Community Sample,06/2023,Massachusetts,Pittsfield
8361,"Heroin, Fentanyl","Caffeine (140)
4-ANPP (110)
Fentanyl (100)
Xylazine (20)
Lidocaine (10)
N-Boc Norfentanyl (1)",Community Sample,06/2023,Massachusetts,Pittsfield
8363,"Heroin, Fentanyl","Fentanyl (30.00)
4-ANPP (6.67)
Cocaine (3.33)
Phenethyl 4-ANPP (1.00)
Xylazine (1.00)
Mannitol",Community Sample,06/2023,Massachusetts,Pittsfield
8365,Heroin,"Fentanyl (150.00)
Caffeine (100.00)
Xylazine (100.00)
4-ANPP (50.00)
Cocaine (2.50)
Heroin (1.00)
Phenethyl 4-ANPP (1.00)
Fentanyl (150.00)
Caffeine (100.00)
Xylazine (100.00)
4-ANPP (50.00)
Cocaine (2.50)
Heroin (1.00)
Phenethyl 4-ANPP (1.00)",Community Sample,06/2023,Massachusetts,Pittsfield
8565,Fentanyl,"Paracetamol (Acetaminophen) (Major)
Methylphenidate (Minor)
Fentanyl (Major)
Methamphetamine (Major)
Xylazine (Major)
4-ANPP (Minor)
Para-fluorofentanyl (Minor)
Phenethyl 4-ANPP (Minor)",Community Sample,06/2023,Massachusetts,Hyannis
8676,Fentanyl,"Fentanyl (Major)
4-ANPP (Major)
Phenethyl 4-ANPP (Minor)
Methamphetamine (Minor)
Acetylfentanyl (Minor)",Community Sample,06/2023,Massachusetts,Boston
9157,Xylazine,"Fentanyl (10)
Tramadol (6)
Benzylfentanyl (trace)
Acetylfentanyl (trace)
4-ANPP (2)
Procaine (trace)
Phenethyl-4-ANPP (trace)
Ethyl-4-ANPP (trace)",Community Sample,06/2023,Massachusetts,Boston
8511,Fentanyl,"Fentanyl (Primary)
Lidocaine (Primary)
4-ANPP (Primary)
Xylazine (Primary)
Phenethyl 4-ANPP (Trace)",Community Sample,06/2023,New York,Albany
8446,molly,"N
N-Dimethylpentylone (Primary)",Community Sample,06/2023,New York,Syracuse
8447,Methamphetamine,Methamphetamine (Primary),Community Sample,06/2023,New York,Binghamton
8448,Fentanyl,"Paracetamol (Acetaminophen) (Minor)
Cocaine (Minor)
Fentanyl (Minor)
Xylazine (Minor)
Quinine (Major)
Para-fluorofentanyl (Minor)
Despropionyl-para-fluorofentanyl (Minor)
4-ANPP (Minor)
Ajmaline (Minor)",Community Sample,06/2023,Connecticut,New Haven
8451,"Cocaine (Powder), Xylazine",Cocaine (1),Community Sample,06/2023,Rhode Island,Providence
8449,Crack (Rock),"Cocaine (10)
Phenacetin (1)
Benzoylecgonine (trace)
Norcocaine (trace)",Community Sample,06/2023,Connecticut,New Haven
8452,Heroin,"Fentanyl (10)
Acetylfentanyl (trace)
4-ANPP (1)
Phenethyl-4-ANPP (trace)",Community Sample,06/2023,Connecticut,New Haven
8453,Fentanyl,"Heroin (Primary)
Fentanyl (Primary)
Xylazine (Primary)
4-ANPP (Primary)",Community Sample,06/2023,New York,Syracuse
8454,Crack (Rock),Cocaine (1),Community Sample,06/2023,Rhode Island,Providence
8510,Fentanyl,"Fentanyl (10)
Gabapentin (377)",Community Sample,06/2023,Connecticut,Bridgeport
8512,Fentanyl,"Procaine (Minor)
Fentanyl (Major)
Phenethyl 4-ANPP (Major)
4-ANPP (Major)
Norfentanyl (Major)
Acetylfentanyl (Minor)
Xylazine (Trace)",Community Sample,06/2023,Connecticut,Bridgeport
8513,Methamphetamine,Methamphetamine (Primary),Community Sample,06/2023,Washington,Walla Walla
8514,Fentanyl,"Cocaine (Minor)
Fentanyl (Major)
Phenethyl 4-ANPP (Major)
4-ANPP (Major)
Acetylfentanyl (Minor)",Community Sample,06/2023,Massachusetts,Boston
8652,Unknown,"Fentanyl (10)
Para-fluorofentanyl (trace)
4-ANPP (5)
Phenethyl-4-ANPP (1)",Community Sample,06/2023,Massachusetts,Boston
8518,Unknown (UNK),"Cocaine (Major)
Lidocaine (Minor)
Benzoylecgonine (Minor)
Ecgonine methyl ester (Minor)
Norcocaine (Minor)",Community Sample,06/2023,Massachusetts,Brockton
8520,Unknown,Amphetamine (Primary),Community Sample,06/2023,Washington,Seattle
8521,Fentanyl,"4-ANPP (Primary)
Fentanyl (Primary)
1-Phenethyl-4-Hydroxypiperidine (Trace)
1-Phenethyl-4-Propionyloxypiperidine (Trace)
N-Phenylpropanamide (Trace)",Community Sample,06/2023,Washington,Seattle
8522,Methamphetamine,Methamphetamine (Primary),Community Sample,06/2023,Washington,Seattle
8516,Fentanyl,"Cocaine (Major)
Benzoylecgonine (Minor)
Ecgonine methyl ester (Minor)
Norcocaine (Minor)",Community Sample,06/2023,Massachusetts,Brockton
8517,Unknown (UNK),"Cocaine (Major)
Benzolecgonine (Minor)
Ecgonine methyl ester (Minor)
Norcocaine (Minor)",Community Sample,06/2023,Massachusetts,Brockton
8523,Heroin,"Heroin (Minor)
Fentanyl (Major)
Xylazine (Minor)
4-ANPP (Major)
Phenethyl 4-ANPP (Minor)
6-acetylmorphine (Minor)
Diphenhydramine (Minor)
6-acetylcodeine (Minor)
Acetylfentanyl (Minor)
Papaverine (Minor)",Community Sample,06/2023,Connecticut,New Haven
8524,Heroin,"Oxycodone (Minor)
Fentanyl (Major)
Xylazine (Major)
4-ANPP (Major)
Quinidine/quinine (Major)
Phenethyl 4-ANPP (Major)
Acetylfentanyl (Minor)
Para-fluorofentanyl (Minor)
Alprazolam (Minor)
Ajmaline (Minor)
4-anilinopiperidine (Minor)",Community Sample,06/2023,Connecticut,New Haven
8525,Heroin,"Fentanyl (100)
4-ANPP (70)
Ethyl-4-ANPP (10)
Cocaine (5)
Phenethyl 4-ANPP (2)
Caffeine (1)",Community Sample,06/2023,Massachusetts,Pittsfield
8506,,Delta-9-THC (Primary),Drug Seizure Sample,06/2023,New York,Ithaca
8535,Crack (Rock),Cocaine (1),Community Sample,06/2023,Rhode Island,Pawtucket
8445,Fentanyl,"Heroin (10)
Fentanyl (6)
6-Monoacetylmorphine (1)
Acetylcodeine (1)
Caffeine (trace)
4-ANPP (trace)
Phenethyl 4-ANPP (trace)
Papaverine (trace)
Xylazine (trace)",Community Sample,06/2023,Connecticut,New Haven
8653,"Benzo Related Substance (e.g. Alprazolam (Xanax), Bromazolam, Etizolam, RCs)",Bromazolam (10),Community Sample,06/2023,Massachusetts,Boston
8531,Fentanyl,"Fentanyl (10)
Acetylfentanyl (trace)
Phenethyl 4-ANPP (2)
4-ANPP (1)
Ethyl 4-ANPP (trace)",Community Sample,06/2023,Rhode Island,Central Falls
8668,"Fentanyl, Xylazine","Fentanyl (10)
Xylazine (13)
4-ANPP (1)",Community Sample,06/2023,Rhode Island,Providence
8590,Crack (Rock),Cocaine (Primary),Community Sample,06/2023,New York,Albany
8659,Crack (Rock),Cocaine (Primary),Community Sample,06/2023,New York,Albany
8660,Xylazine,"4-ANPP (Primary)
Fentanyl (Primary)
Diphenhydramine (Trace)
Heroin (Trace)
Phenethyl 4-ANPP (Trace)
Xylazine (Primary)
Caffeine (Trace)",Community Sample,06/2023,New York,Johnson City
8661,Crack (Rock),"Cocaine (10)
Levamisole (1)",Community Sample,06/2023,Rhode Island,Woonsocket
8662,Crack (Rock),Cocaine (1),Community Sample,06/2023,Rhode Island,Woonsocket
8663,Methamphetamine,Methamphetamine (Primary),Community Sample,06/2023,Washington,Tacoma
8664,Cocaine (Powder),"Cocaine (Primary)
Lidocaine (Primary)",Community Sample,06/2023,Washington,Tacoma
8665,Fentanyl,"Fentanyl (Primary)
Acetyl Fentanyl (Trace)
1-Phenethyl-4-Propionyloxypiperidine (Trace)
Ethyl 4-ANPP (Trace)
4-ANPP (Primary)
Phenethyl 4-ANPP (Trace)",Community Sample,06/2023,Washington,Seattle
9161,Cocaine (Powder),"Cocaine (10)
Norcocaine (trace)",Community Sample,06/2023,Massachusetts,Boston
8666,Unknown (UNK),"Fentanyl (7.00)
4-ANPP (2.00)
Phenethyl 4-ANPP (2.00)
Cocaine (1.00)",Community Sample,06/2023,Massachusetts,Lynn
8667,"Heroin, Fentanyl","Fentanyl (22)
4-ANPP (6)
Xylazine (6)
Caffeine (2)
Gabapentin (2)
Lidocaine (1)
Phenethyl 4-ANPP (1)",Community Sample,06/2023,Massachusetts,Pittsfield
8669,Fentanyl,"Fentanyl (10)
Xylazine (11)
4-ANPP (1)
Phenethyl 4-ANPP (trace)",Community Sample,06/2023,Rhode Island,Pawtucket
8444,Methamphetamine,Methamphetamine (Primary),Community Sample,06/2023,Washington,Spokane
8670,Crack (Rock),"Cocaine (70)
Methylecgonidine (5)
Tropacocaine (1)",Community Sample,06/2023,Massachusetts,Pittsfield
8671,Methamphetamine,Methamphetamine (Primary),Community Sample,06/2023,New York,Utica
8672,Heroin,"Gabapentin (50)
Heroin (14)
Fentanyl (12)
4-ANPP (7)
6-Acetylmorphine (6)
Cocaine (1)
Ethyl-4-ANPP (1)
N-Propionylnorfentanyl (1)",Community Sample,06/2023,Massachusetts,Pittsfield
8673,Methamphetamine,Methamphetamine (Major),Community Sample,06/2023,Massachusetts,Boston
8440,MDMA,"3
4-Methylenedioxyamphetamine (MDA) (Primary)",Community Sample,06/2023,Washington,Seattle
10395,Methamphetamine,Methamphetamine (Major),Community Sample,06/2023,Michigan,Grand Rapids
10397,Methamphetamine,Methamphetamine (Major),Community Sample,06/2023,Michigan,Grand Rapids
10396,Heroin,"4-ANPP (Major)
Acetylfentanyl (Major)
Fentanyl (Major)
Ethyl-4-ANPP (Major)
Diphenhydramine (Major)
Quinine (Major)
Paracetamol (Acetaminophen) (Major)
Caffeine (Major)
Phenethyl 4-ANPP (Major)
Heroin (Major)
Acetylcodeine (Major)
Xylazine (Trace)",Community Sample,06/2023,Michigan,Grand Rapids
8441,"Heroin, Fentanyl","Fentanyl (190)
4-ANPP (90)
Caffeine (90)
Xylazine (90)
Lidocaine (10)
Heroin (5)
Phenethyl 4-ANPP (1)",Community Sample,06/2023,Massachusetts,Pittsfield
8442,Fentanyl,"Paracetamol (Acetaminophen) (Primary)
Fentanyl (Primary)",Community Sample,06/2023,Washington,Spokane
8443,Methamphetamine,"Methamphetamine (Primary)
Amphetamine (Trace)
N
N-Dimethylamphetamine (DMA) (Primary)
Dimethyl Sulfone (Methylsulfonylmethane MSM) (Trace)",Community Sample,06/2023,Washington,Spokane
8528,"Heroin, Fentanyl","Fentanyl (Major)
Phenethyl 4-ANPP (Minor)
4-ANPP (Minor)
Acetylfentanyl (Minor)
Beta-hydroxyfentanyl (Minor)",Community Sample,06/2023,Massachusetts,Quincy
8536,Heroin,"Cocaine (Minor)
Fentanyl (Major)
Xylazine (Major)
4-ANPP (Minor)
Phenethyl 4-ANPP (Minor)",Community Sample,06/2023,Connecticut,New Haven
8588,Heroin,Buprenorphine (Primary),Community Sample,06/2023,New York,Johnson City
8619,Cocaine (Powder),Cocaine (Primary),Community Sample,06/2023,New York,Albany
8604,Fentanyl,"Cocaine (Minor)
Fentanyl (Major)
4-ANPP (Major)
Phenethyl 4-ANPP (Major)
Acetylfentanyl (Minor)",Community Sample,06/2023,Massachusetts,Fall River
8608,Crack (Rock),"Cocaine (75)
Benzoic acid (10)
Methylecgonidine (5)
Methyl benzoate (1)
Tropacocaine (1)",Community Sample,06/2023,Massachusetts,Fall River
8609,Crack (Rock),"Cocaine (33.33)
Methylecgonidine (1.67)
Tropacocaine (1.00)",Community Sample,06/2023,Massachusetts,Fall River
8610,Fentanyl,"Caffeine (Minor)
Cocaine (Major)
Phenacetin (Minor)
Lidocaine (Minor)
Fentanyl (Major)
Phenethyl 4-ANPP (Major)
4-ANPP (Minor)
Benzoylecgonine (Minor)
Norfentanyl (Minor)
Ecgonine methyl ester (Minor)",Community Sample,06/2023,Massachusetts,Fall River
8611,Other Drug,"Non-Specific Phthalate (Primary)
Non-Specific Phthalate (Primary)",Community Sample,06/2023,New York,Binghamton
8614,Crack (Rock),Cocaine (1),Community Sample,06/2023,Massachusetts,Fall River
8615,Methamphetamine,"N
N-Dimethylamphetamine (DMA) (Trace)
Methamphetamine (Primary)",Community Sample,06/2023,New York,Albany
8612,Fentanyl,"Fentanyl (Major)
4-ANPP (Minor)
Phenethyl 4-ANPP (Minor)
Acetylfentanyl (Minor)",Community Sample,06/2023,Massachusetts,Fall River
8613,Fentanyl,"Cocaine (Minor)
Fentanyl (Minor)
Clonazepam (Major)
Alprazolam (Minor)",Community Sample,06/2023,Massachusetts,Fall River
8616,Fentanyl,"Fentanyl (Major)
4-ANPP (Major)
Para-fluorofentanyl (Minor)
Acetylfentanyl (Minor)
Despropionyl-para-fluorofentanyl (Minor)
Phenethyl 4-ANPP (Minor)",Community Sample,06/2023,Massachusetts,Fall River
8617,Don't know,"Fentanyl (Primary)
Phenethyl 4-ANPP (Primary)
Caffeine (Trace)
4-ANPP (Primary)",Community Sample,06/2023,New York,Syracuse
8621,Crack (Rock),Cocaine (Primary),Community Sample,06/2023,New York,Albany
8606,"Cocaine (Powder), Suboxone",Buprenorphine (Major),Community Sample,06/2023,Massachusetts,Fall River
8622,Adderall,Methylphenidate (Primary),Community Sample,06/2023,New York,Syracuse
8624,Fentanyl,"4-ANPP (Primary)
Ethyl 4-ANPP (Trace)
1-Phenethyl-4-Propionyloxypiperidine (Trace)
Fentanyl (Primary)",Community Sample,06/2023,Washington,Tacoma
8628,Fentanyl,"4-ANPP (Major)
Fentanyl (Major)",Community Sample,06/2023,Connecticut,Hartford
8623,"Heroin, Fentanyl","Caffeine (Minor)
Procaine (Minor)
Lidocaine (Minor)
Fentanyl (Major)
Xylazine (Minor)
Phenethyl 4-ANPP (Minor)",Community Sample,06/2023,Vermont,Out of State (MA)
10411,Heroin,"Diphenhydramine (Major)
4-ANPP (Major)
Caffeine (Major)
Fentanyl (Major)
Quinine (Trace)
Ethyl-4-ANPP (Trace)
Phenethylbromide (Trace)
N-phenylpropanamide (Trace)
Phenethyl 4-ANPP (Trace)",Community Sample,06/2023,Michigan,Grand Rapids
10412,Crack (Rock),Cocaine (Major),Community Sample,06/2023,Michigan,Grand Rapids
10413,Heroin,"Paracetamol (Acetaminophen) (Major)
Cocaine (Major)
Fentanyl (Major)
Caffeine (Major)
Heroin (Major)
4-ANPP (Major)
Diphenhydramine (Major)
N-phenylpropanamide (Trace)
Quinine (Trace)
6-Monoacetylmorphine (6-MAM) (Trace)
Acetylcodeine (Trace)
N-ethylpentylone (Trace)
Phenethyl 4-ANPP (Trace)",Community Sample,06/2023,Michigan,Grand Rapids
8655,Crack (Rock),"Cocaine (10)
Levamisole (1)",Community Sample,06/2023,Rhode Island,Woonsocket
8656,Crack (Rock),Cocaine (1),Community Sample,06/2023,Rhode Island,Woonsocket
8657,Fentanyl,"Fentanyl (10)
Phenethyl 4-ANPP (15)
Caffeine (6)
4-ANPP (3)",Community Sample,06/2023,Rhode Island,Woonsocket
8658,Fentanyl,"Heroin (Primary)
Acetylcodeine (Trace)
4-ANPP (Primary)
Phenethyl 4-ANPP (Trace)
Fentanyl (Primary)",Community Sample,06/2023,New York,Albany
8607,Crack (Rock),"Cocaine (Major)
Benzoylecgonine (Minor)
Ecgonine methyl ester (Minor)",Community Sample,06/2023,Massachusetts,Fall River
8605,Klonopin,"Diazepam (Major)
Buprenorphine (Major)",Community Sample,06/2023,Massachusetts,Fall River
8537,detox pill,"Nicotine (Primary)
Trazodone (Primary)",Community Sample,06/2023,New York,Watertown
8593,"Fentanyl, Methamphetamine",Methamphetamine (Primary),Community Sample,06/2023,Washington,Spokane
8538,Pill,Gabapentin (Primary),Community Sample,06/2023,New York,Watertown
8539,Adderall,"Cocaine (Powder) (Primary)
Amphetamine (Trace)
Methyl Ecgonidine (MED) (Trace)
Tropacocaine (Trace)
Tetramisole/Levamisole (Primary)",Community Sample,06/2023,New York,Watertown
8540,Methamphetamine,Methamphetamine (Primary),Community Sample,06/2023,Washington,Kennewick
8541,Methamphetamine,Methamphetamine (Primary),Community Sample,06/2023,Washington,Kennewick
8542,"Fentanyl, M30 Pill (Percocet, Perc30, OC30)","Paracetamol (Acetaminophen) (Primary)
4-ANPP (Trace)
Ethyl 4-ANPP (Trace)
Noramidopyrine (Trace)
Fentanyl (Primary)",Community Sample,06/2023,Washington,Walla Walla
8543,"Fentanyl, M30 Pill (Percocet, Perc30, OC30)","Fentanyl (Primary)
4-ANPP (Trace)
Noramidopyrine (Trace)
Paracetamol (Acetaminophen) (Primary)
Ethyl 4-ANPP (Trace)",Community Sample,06/2023,Washington,Walla Walla
8544,Fentanyl,"Phenethyl Chloride (Trace)
Despropionyl P-Fluorofentanyl (Primary)
P-Fluorofentanyl (Primary)
4-ANPP (Primary)
Fentanyl (Primary)
1-Phenethyl-4-Hydroxypiperidine (Trace)
P-Fluoro Phenethyl 4-ANPP (Trace)
Phenethylbromide (Trace)
Phenethyl 4-ANPP (Trace)
1-Phenethyl-4-Propionyloxypiperidine (Trace)
Ethyl 4-ANPP (Trace)",Community Sample,06/2023,Washington,Walla Walla
8545,Methamphetamine,Methamphetamine (Primary),Community Sample,06/2023,Washington,Walla Walla
8546,"Fentanyl, M30 Pill (Percocet, Perc30, OC30)","4-ANPP (Trace)
Fentanyl (Primary)
Noramidopyrine (Trace)
Paracetamol (Acetaminophen) (Primary)",Community Sample,06/2023,Washington,Kennewick
